site_id
USGS-01362322
USGS-07055814
USGS-11455385
USGS-06893390
USGS-04174500
USGS-11447890
USGS-08181800
USGS-05599490
USGS-07179750
USGS-10336645
USGS-04157005
USGS-06893970
USGS-01362286
USGS-14302480
USGS-09132095
USGS-03432516
USGS-01480617
USGS-034324715
USGS-07374000
USGS-11452600
USGS-01473169
USGS-02336340
USGS-02207120
USGS-11530500
USGS-05447500
USGS-07182390
USGS-04085427
USGS-015765195
USGS-01573695
USGS-05061500
USGS-06889110
USGS-11453590
USGS-02336300
USGS-02337410
USGS-12037400
USGS-16274100
USGS-12031000
USGS-01351500
USGS-01372043
USGS-374938122251801
USGS-01400500
USGS-07381600
USGS-03432504
USGS-04175120
USGS-11455350
USGS-01576000
USGS-02203603
USGS-10336780
USGS-02336360
USGS-01465850
USGS-01036390
USGS-07374525
USGS-14179000
USGS-01184000
USGS-11313460
USGS-11455165
USGS-02334578
USGS-14301500
USGS-15015595
USGS-12043000
USGS-404038124131801
USGS-01577500
USGS-08380500
USGS-01463500
USGS-06076590
USGS-0164578734
USGS-09013500
USGS-04176500
USGS-05518000
USGS-11447903
USGS-12170300
USGS-01585075
USGS-12166300
USGS-07075250
USGS-04212100
USGS-05517010
USGS-07191222
USGS-16210500
USGS-034325065
USGS-03501500
USGS-06893300
USGS-04087170
USGS-02055379
USGS-01362356
USGS-02207135
USGS-03612600
USGS-14181500
USGS-01574000
USGS-12187500
USGS-08070200
USGS-01589290
USGS-02207385
USGS-01200600
USGS-02336030
USGS-04087119
USGS-405219124085601
USGS-02207160
USGS-02217274
USGS-07018500
USGS-04142000
USGS-11447905
USGS-01581752
USGS-14151000
USGS-01478185
USGS-01478245
USGS-05420500
USGS-14152000
USGS-15129120
USGS-07049050
USGS-385446094430700
USGS-09327000
USGS-02203863
